YYYYMMDDHHMM_UTC,YYYY_LOCAL,MM_LOCAL,DD_LOCAL,HHMM_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,MOTION_DEG,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS,FORECAST_REGION,,,
19830625 0300,1983,06,24,2100,Marengo,SK,0,51.4800,-109.7800,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19830625 0400,1983,06,24,2200,Yellow Grass,SK,0,49.8500,-104.0500,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19830701 1600,1983,07,01,1200,Dolbeau-Mistanssini,QC,2,48.8152,-72.3136,,,,,,0,10,300,Lac-Saint-Jean,,,
19830704 0100,1983,07,05,1900,Beaverhill Lake,AB,0,53.4300,-112.5500,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19830706 ,1983,07,,,Olds,AB,0,51.7800,-114.1000,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
19830706 ,1983,07,,,16 km SE of Innisfail,AB,0,51.9500,-113.8000,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19830706 ,1983,07,,,Rolling Hills,AB,1,50.2200,-111.7700,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19830707 0330,1983,07,06,2130,Pine Lake,AB,0,52.1200,-113.4800,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19830708 0700,1983,07,08,0100,Cadillac,SK,1,49.7300,-107.7500,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
19830708 ,1983,07,,,Gull Lake,SK,1,50.0860,-108.4690,,,,,,,,,Leader - Gull Lake,,,
19830709 0045,1983,07,08,1845,Lloydminster,AB,3,53.2800,-110.0200,,,,,,0,0,1000,Lloydminster - Wainwright - Vermilion - Provost,,,
19830709 0145,1983,07,08,1945,Elk Point,AB,2,53.9075,-110.8975,,,,,,,,,Bonnyville - St. Paul - Cold Lake - Lac La Biche,,,
19830709 0800,1983,07,09,0200,Regina,SK,1,50.4500,-104.6200,,,,,,,,,City of Regina,,,
19830709 ,1983,07,,,Regina,SK,2,50.4730,-104.5680,,,,,,,,,City of Regina,,,
19830709 ,1983,07,,,Fort Qu'Appelle,SK,0,50.7790,-103.7680,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19830710 0100,1983,07,09,2000,Oakburn,MB,0,50.5569,-100.5800,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19830719 ,1983,07,,,Raymond,AB,0,49.4660,-112.6510,,,,,,,,,Lethbridge - Taber - Milk River,,,
19830720 2235,1983,07,20,1635,Pennant,SK,3,50.5300,-108.2300,,,,,,0,0,5000,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19830720 ,1983,07,,,Forgan,SK,1,51.2600,-107.8100,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19830720 ,1983,07,,,Stewart Valley,SK,1,50.5900,-107.8100,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19830724 ,1983,07,,,Buck Lake,AB,0,52.9500,-114.7800,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
19830726 0215,1983,07,25,2015,Central Butte,SK,1,50.7980,-106.5200,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19830729 2215,1983,07,29,1615,Radville,SK,0,49.4500,-104.2800,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19830730 0000,1983,07,29,1900,Oakland,MB,0,50.1000,-98.3200,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19830730 2030,1983,07,30,1530,Arden,MB,0,50.3000,-99.2700,,,,,,,,,Ste. Rose - McCreary - Alonsa - Gladstone,,,
19830730 2100,1983,07,30,1600,Gladstone,MB,0,50.2300,-98.9500,,,,,,,,,Ste. Rose - McCreary - Alonsa - Gladstone,,,
19830730 2130,1983,07,30,1630,Oakland,MB,0,50.1000,-98.3200,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19830802 ,1983,08,,,Demmitt,AB,0,55.4520,-119.8930,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19830803 0300,1983,08,02,2100,DeBolt,AB,0,55.2185,-118.0185,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
198308,1983,08,03,,Gander Bay South,NL,0,49.2600,-54.4900,,,,,,0,0,0,Gander and vicinity,,,
19830803 ,1983,08,,,Sylvan Lake,AB,0,52.3200,-114.0400,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19830804 0130,1983,08,03,1930,Ardrossan,AB,0,53.5400,-113.1210,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19830805 0000,1983,08,04,1900,MacGregor,MB,0,49.9600,-98.7800,,,,,,,,,Brandon - Carberry - Treherne,,,
19830805 ,1983,08,,,Maxstone,SK,0,49.4900,-106.0300,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19830808 ,1983,08,,,Bittern Lake,AB,0,52.9950,-113.1220,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19830819 0125,1983,08,18,1925,Moose Jaw,SK,0,50.4000,-105.5300,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19830825 0530,1983,08,25,0030,Holland #1,MB,0,49.5900,-98.8800,,,,,,,,,Brandon - Carberry - Treherne,,,
19830825 0630,1983,08,25,0130,Holland #2,MB,0,49.5900,-98.8800,,,,,,,,,Brandon - Carberry - Treherne,,,
19830825 0800,1983,08,25,0300,Hilbre,MB,0,51.5000,-98.5900,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
19830828 1645,1983,08,28,1045,Berwyn,AB,0,56.1500,-117.7315,,,,,,,,,Peace River - Fairview - High Prairie - Manning,,,
19830831 0115,1983,08,30,2015,Portage la Prairie,MB,0,49.9700,-98.2900,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19830906 0519,1983,09,05,2319,La Ronge,SK,0,55.0800,-105.2950,,,,,,,,,La Ronge - Prince Albert Nat. Park - Narrow Hills Prov. Park,,,
19830907 1830,1983,09,07,1530,McNamee,NB,1,46.5123,-66.2817,46.5270,-66.2229,4800,250,,0,0,,Stanley - Doaktown - Blackville Area,,,
19831028 1600,1983,10,28,1200,Saint-Polycarpe,QC,2,45.2889,-74.2661,,,,,,0,7,1000,Vaudreuil - Soulanges - Huntingdon,,,
19840427 2130,1984,04,27,1530,New Sarepta,AB,2,53.2685,-113.1315,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19840428 2200,1984,04,28,1600,Boyle,AB,1,54.5815,-112.8185,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19840512 2145,1984,05,12,1545,Broadview,SK,0,50.3930,-102.5790,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19840512 2150,1984,05,12,1550,Esterhazy,SK,0,50.6400,-102.0720,,,,,,,,,Yorkton - Melville - Esterhazy,,,
19840512 2215,1984,05,12,1615,Whitewood to Wapella,SK,1,50.3340,-102.2620,50.1489,-102.0972,2350,330,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19840516 0300,1984,05,15,2100,13 km W of Mankota,SK,0,49.4210,-107.2450,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
19840517 0115,1984,05,16,1915,Beaubier,SK,1,49.1300,-104.0800,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19840517 0200,1984,05,16,2000,Griffin,SK,1,49.6700,-103.4300,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19840517 0200,1984,05,16,2000,Outram,SK,1,49.1400,-103.3100,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19840517 0200,1984,05,16,2000,Estevan #1,SK,0,49.1300,-102.9800,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19840517 0230,1984,05,16,2030,Estevan #2,SK,1,49.1300,-102.9800,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19840518 ,1984,05,,,Evansburg,AB,0,53.6000,-115.0185,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19840520 2230,1984,05,20,1630,Burgis,SK,1,51.5500,-102.4500,,,,,,,,,Kamsack - Canora - Preeceville,,,
19840520 2245,1984,05,20,1645,Sunnyside,SK,0,53.9000,-105.8830,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
19840520 ,1984,05,,,Spruce Grove,AB,0,53.5340,-113.8990,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19840522 1900,1984,05,22,1500,Coopers Falls,ON,0,44.7800,-79.2300,,,,,,0,0,,Barrie - Orillia - Midland,,,
19840522 2230,1984,05,22,1830,Cobden,ON,0,45.6200,-76.8800,,,,,,0,0,,Renfrew - Pembroke - Barry's Bay,,,
19840607 0345,1984,06,06,2145,Namao,AB,1,53.7200,-113.4800,,,,,,,,5,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19840612 1815,1984,06,12,1215,13.7 km SW of Rocanville,SK,0,50.3300,-101.8120,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19840613 2200,1984,06,13,1800,McGregor,ON,0,42.1400,-82.9600,,,,,,0,0,,Windsor - Essex - Chatham-Kent,,,
19840613 2300,1984,06,13,1700,La Crete,AB,0,58.1815,-116.4000,,,,,,,,,High Level - Rainbow Lake - Fort Vermilion - Mackenzie Hwy,,,
19840616 2300,1984,06,16,1800,Elie,MB,0,49.9000,-97.7600,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19840618 2035,1984,06,18,1635,Westport,ON,2,44.6700,-76.3780,44.6780,-76.3340,4590,205,150,0,0,500,Brockville - Leeds and Grenville,,,
19840621 2045,1984,06,21,1545,MacGregor,MB,0,49.9600,-98.7800,,,,,,,,,Brandon - Carberry - Treherne,,,
19840621 2300,1984,06,21,1800,Lundar,MB,0,50.7600,-98.0300,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19840622 0000,1984,06,21,1900,Fisher Branch,MB,2,51.0140,-97.6170,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
19840622 2148,1984,06,22,1545,Wynyard,SK,0,51.6990,-104.1650,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19840622 2200,1984,06,22,1700,Ashern,MB,0,51.1700,-98.3170,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
19840622 2325,1984,06,22,1825,Marquette to Argyle,MB,2,50.0440,-97.7960,50.2140,-97.4490,31700,230,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19840623 0000,1984,06,22,1900,St. Ambroise,MB,1,50.0850,-97.7360,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19840623 0230,1984,06,22,2130,Manigotogan,MB,0,51.1100,-96.3000,,,,,,,,,Bissett - Nopiming Provincial Park - Pine Falls,,,
19840629 0015,1984,06,28,1815,Gull Lake,SK,0,50.0900,-108.4890,,,,,,,,,Leader - Gull Lake,,,
19840629 2130,1984,06,29,1530,Rocky Rapids,AB,1,53.2815,-114.9500,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
19840629 2140,1984,06,29,1540,Lake Wabamun Provincial Park,AB,1,53.4815,-114.5815,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19840629 2230,1984,06,29,1630,Stony Plain,AB,1,53.5300,-114.0000,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19840629 2230,1984,06,29,1630,Busby,AB,1,53.9500,-113.8815,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19840629 2240,1984,06,29,1640,Dapp,AB,2,54.3685,-113.7905,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19840629 2300,1984,06,29,1700,Lesser Slave Lake,AB,0,55.4600,-115.1300,,,,,,,,,Slave Lake,,,
19840629 2300,1984,06,29,1700,Abee,AB,1,54.2315,-113.0315,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19840629 2353,1984,06,29,1753,Big Coulee,AB,3,54.8815,-113.2815,,,,,,1,1,,Westlock - Barrhead - Athabasca,,,
19840629 ,1984,06,,,Baptiste Lake,AB,0,54.7200,-113.5700,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19840629 ,1984,06,,,Kindersley,SK,1,51.4700,-109.1700,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19840629 ,1984,06,,,Langham,SK,0,52.3700,-106.9700,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19840630 0000,1984,06,29,1800,Foremost,AB,1,49.4800,-111.4200,,,,,,,,,Cypress Hills Provincial Park - Foremost,,,
19840630 0000,1984,06,29,1800,Minburn - Myrnam,AB,1,53.4917,-111.3000,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19840706 1915,1984,07,06,1515,Elora,ON,2,43.6800,-80.4200,,,,,30,0,0,20,Waterloo - Wellington,,,
19840706 2000,1984,07,06,1600,Erin,ON,0,43.7600,-80.0600,,,,,,0,0,,Waterloo - Wellington,,,
19840706 2325,1984,07,06,1925,Chelmsford,ON,0,46.5800,-81.1900,,,,,,0,0,,Greater Sudbury and Vicinity,,,
19840707 0000,1984,07,06,1800,Maymont,SK,0,52.5590,-107.7370,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19840708 1830,1984,07,08,1330,Virden,MB,0,49.8500,-100.9300,,,,,,,,,Virden - Souris,,,
19840708 2105,1984,07,08,1605,St. Claude to Haywood,MB,3,49.6700,-98.3500,49.6282,-98.1958,12100,295,,0,5,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19840708 2200,1984,07,08,1700,Sperling to Rosenort,MB,1,49.4810,-97.5710,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
19840708 2300,1984,07,08,1800,St. Malo,MB,1,49.3200,-96.9400,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19840708 2345,1984,07,08,1845,Big Trout Lake,ON,0,53.8000,-89.8000,53.7949,-89.7914,800,315,,0,0,,Big Trout Lake - Sachigo Lake,,,
19840713 0000,1984,07,12,1900,Wawanesa,MB,1,49.5900,-99.6800,,,,,,,,,Brandon - Carberry - Treherne,,,
19840715 2020,1984,07,15,1620,Sheenboro to Bouchette,QC,3,45.9711,-77.2325,46.2033,-75.9583,102000,255,80,1,40,2000,Pontiac,,,
19840720 ,1984,07,,,Tobin Lake,SK,1,53.5180,-103.7440,,,,,,,,,Melfort - Tisdale - Nipawin - Carrot River,,,
19840721 1845,1984,07,21,1245,Herronton,AB,0,50.6300,-113.4200,,,,,,0,1,,Brooks - Strathmore - Vulcan,,,
19840722 0030,1984,07,21,1930,Hargrave,MB,0,49.8790,-101.0880,,,,,,,,,Virden - Souris,,,
19840802 ,1984,08,,,35 km NW of Rimbey,AB,0,52.8000,-114.6300,,,,,,,,,Rocky Mountain House - Caroline,,,
19840808 2300,1984,08,08,1800,Winnipeg Beach - Matlock,MB,0,50.4900,-96.9700,,,100,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19840808 2320,1984,08,08,1820,Victoria Beach,MB,0,50.7000,-96.5600,,,,,,,,,Dugald - Beausejour - Grand Beach,,,
19840808 2330,1984,08,08,1830,Clandeboye,MB,0,50.2400,-96.9100,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19840809 0100,1984,08,08,2100,Reeces Corners,ON,0,42.9800,-82.1100,,,,,,0,0,,Sarnia - Lambton,,,
19840809 ,1984,08,,,Fort Assiniboine,AB,1,54.3315,-114.7685,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19840809 ,1984,08,,,Campsie,AB,0,54.1315,-114.6500,,,,,,,,15,Westlock - Barrhead - Athabasca,,,
19840813 ,1984,08,,,Borradaile,AB,0,53.3500,-110.7000,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19840814 2340,1984,08,14,1940,Downsview,ON,1,43.7450,-79.5170,43.7170,-79.5450,3980,35,150,0,4,2000,City of Toronto,,,
19840819 ,1984,08,,,Laird,SK,0,52.7170,-106.6060,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19840824 0200,1984,08,23,2000,Finnegan,AB,0,51.1170,-112.0670,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19840830 1100,1984,08,30,0700,Petrolia,ON,0,42.8800,-82.1400,,,,,,0,0,,Sarnia - Lambton,,,
19840902 2215,1984,09,02,1815,Melrose,ON,0,42.9900,-81.3900,,,,,,0,0,,London - Middlesex,,,
19840902 2320,1984,09,02,1920,London,ON,2,42.9450,-81.2490,42.9290,-81.2090,3630,300,120,0,33,5000,London - Middlesex,,,
19840910 2030,1984,09,10,1630,Dalrymple Lake,ON,1,44.6680,-79.0980,44.6760,-79.0900,1120,220,100,0,0,,Peterborough - Kawartha Lakes,,,
19840910 2030,1984,09,10,1630,Canal Lake,ON,1,44.5810,-79.0600,44.5870,-79.0520,890,205,50,0,0,,Peterborough - Kawartha Lakes,,,
19841003 2100,1984,10,03,1700,Brinston,ON,1,44.9400,-75.3600,,,,,,0,0,10,Cornwall - Morrisburg,,,
19850507 2200,1985,05,07,1600,Alder Flats,AB,0,52.9315,-114.9500,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
198505,1985,05,20,,St-Raphaël de Bellechasse,QC,0,46.7980,-70.7510,,,,,,,,,Québec,,,
19850522 2300,1985,05,22,1700,Czar,AB,1,52.4500,-110.8300,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19850525 2230,1985,05,25,1700,Ste. Genevieve,MB,1,49.7400,-96.5200,,,,,,0,3,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19850531 1900,1985,05,31,1500,Hopeness,ON,2,44.9370,-81.1710,44.9580,-81.1570,2710,235,250,0,0,,Grey - Bruce,,,
19850531 2010,1985,05,31,1610,Hopeville,ON,2,44.0690,-80.6260,44.1150,-80.4220,16400,255,,0,0,,Grey - Bruce,,,
19850531 2015,1985,05,31,1615,Grand Valley to Tottenham,ON,4,43.8370,-80.5890,44.1330,-79.3050,115000,250,600,4,69,2500,Dufferin - Innisfil,,,
19850531 2015,1985,05,31,1615,Alma to Hillsburgh,ON,3,43.7320,-80.5130,43.7920,-80.1500,33700,260,,0,0,,Waterloo - Wellington,,,
19850531 2017,1985,05,31,1617,Corbetton,ON,3,44.1520,-80.3390,44.2600,-80.1000,20400,235,300,0,0,,Dufferin - Innisfil,,,
19850531 2050,1985,05,31,1650,Lisle,ON,2,44.2360,-80.1210,44.2700,-79.9600,12100,255,,0,0,,Dufferin - Innisfil,,,
19850531 2057,1985,05,31,1657,Essa,ON,1,44.3240,-79.8160,44.3260,-79.8090,500,240,,0,0,,Dufferin - Innisfil,,,
19850531 2100,1985,05,31,1700,Barrie,ON,4,44.3390,-79.7380,44.4000,-79.5600,15000,240,600,8,155,150000,Barrie - Orillia - Midland,,,
19850531 2140,1985,05,31,1740,Wagner Lake,ON,2,44.1850,-79.1860,44.2690,-78.7940,33400,250,,0,0,,York - Durham,,,
19850531 2205,1985,05,31,1805,Reaboro,ON,2,44.2930,-78.7630,44.3880,-78.3940,31200,250,,0,0,,Peterborough - Kawartha Lakes,,,
19850531 2220,1985,05,31,1820,Ida,ON,2,44.1930,-78.6500,44.2920,-78.1850,38600,250,,0,0,,Peterborough - Kawartha Lakes,,,
19850531 2220,1985,05,31,1820,Rice Lake,ON,2,44.2100,-78.1500,44.3070,-77.9910,16300,230,,0,0,2000,Peterborough - Kawartha Lakes,,,
19850531 2235,1985,05,31,1835,Minto,ON,2,44.3660,-77.5450,44.3630,-77.5380,650,295,20,0,0,,Stirling - Tweed - South Frontenac,,,
19850601 0010,1985,05,31,2010,Grippen Lake,ON,1,44.5156,-76.1586,44.5179,-76.1400,1500,260,,0,0,,Brockville - Leeds and Grenville,,,
198506,1985,06,18,,St-Sylvère,QC,3,46.2332,-72.2242,,,,,,0,3,1000,Drummondville - Bois-Francs,,,
19850605 2100,1985,06,05,1500,Langham,SK,0,52.3700,-106.9700,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19850606 2145,1985,06,06,1645,Piney,MB,1,49.0800,-95.9800,,,,,,,,,Sprague - Northwest Angle Provincial Forest,,,
19850607,1985,06,,,Dalemead,AB,0,50.8700,-113.6300,,,,,,0,1,,Brooks - Strathmore - Vulcan,,,
19850608 0100,1985,06,07,1800,Two Bar Lake,AB,0,51.1800,-113.9300,,,,,,,,,City of Calgary,,,
19850608 0200,1985,06,07,1900,Indus,AB,1,50.9200,-113.7800,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19850624 0000,1985,06,23,1800,Wetaskiwin,AB,0,52.9685,-113.3685,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19850624 0130,1985,06,23,1930,Vegreville,AB,1,53.5000,-112.0500,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19850629 0000,1985,06,28,1800,Cochrane,AB,1,51.1800,-114.4700,,,,,,,,40,Airdrie - Cochrane - Olds - Sundre,,,
19850704 0030,1985,07,03,1930,Hillside Beach,MB,1,50.6700,-96.5600,,,,,,,,,Dugald - Beausejour - Grand Beach,,,
198507,1985,07,06,,Lacolle,QC,1,45.0810,-73.3727,,,,,,,,,Richelieu Valley - Saint-Hyacinthe,,,
19850706 1730,1985,07,06,1330,Mississauga,ON,1,43.6040,-79.7350,43.6070,-79.7140,1400,280,70,0,0,250,Halton - Peel,,,
19850707 0200,1985,07,06,2000,Viscount,SK,0,51.9500,-105.6500,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19850712 0430,1985,07,11,2230,Brownfield,AB,1,52.3200,-111.4300,,,,,,,,10,Hanna - Coronation - Oyen,,,
19850712 2230,1985,07,12,1630,Lomond,AB,0,50.3500,-112.6500,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19850712,1985,07,,,Arrowwood,AB,1,50.7300,-113.1500,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19850713 0400,1985,07,12,2200,Mazenod,SK,1,49.8830,-106.2330,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19850717 2315,1985,07,17,1715,Frontier,SK,0,49.1400,-108.6600,,,,,1200,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
19850723 0030,1985,07,22,1830,Picture Butte,AB,2,49.8800,-112.7800,,,,,,,,,Lethbridge - Taber - Milk River,,,
19850803 2300,1985,08,03,1700,Buffalo Coulee,AB,1,52.9510,-110.8895,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19850808 2300,1985,08,08,1700,Lumsden,SK,0,50.6260,-104.8740,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19850809 0000,1985,08,08,1800,Cold Lake,AB,0,54.4500,-110.2000,,,,,,,,,Bonnyville - St. Paul - Cold Lake - Lac La Biche,,,
19850818 1945,1985,08,18,1545,Monkton,ON,0,43.5700,-81.1160,43.5940,-81.0650,5300,240,30,0,0,,Huron - Perth,,,
19850831 0115,1985,08,30,1915,Lintlaw,SK,2,52.0657,-103.2000,,,,,,,,,Kamsack - Canora - Preeceville,,,
19850905 2110,1985,09,05,1710,Sturgeon Lake,ON,0,44.4100,-78.7800,,,,240,,0,0,,Peterborough - Kawartha Lakes,,,
19851004 1945,1985,10,04,1545,Wheatley,ON,1,42.1000,-82.4500,,,,,,0,0,,Windsor - Essex - Chatham-Kent,,,
19851004 2030,1985,10,04,1630,Florence,ON,1,42.6500,-82.0100,,,,,,0,0,,Sarnia - Lambton,,,
19860505 0730,1986,05,05,0130,Lampman,SK,1,49.3900,-102.7600,49.4480,-102.5470,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
19860511 2225,1986,05,11,1725,19 km S of Morden,MB,1,49.1900,-98.1000,,,6400,,400,,,,Morden - Winkler - Altona - Emerson - Morris,,,
19860519 0415,1986,05,18,2215,Lisieux,SK,0,49.2800,-105.9700,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19860519 0430,1986,05,18,2230,Salvador,SK,1,52.1700,-109.5000,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19860519 0850,1986,05,19,0250,Regina,SK,1,50.4500,-104.6200,,,,,,,,,City of Regina,,,
19860521 2100,1986,05,21,1500,Bawlf,AB,1,52.8900,-112.5100,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19860526 0120,1986,05,25,1920,13 km S of Saskatoon,SK,0,52.0300,-106.6400,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19860526 0145,1986,05,25,1945,Hanley,SK,0,51.6300,-106.4300,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
19860526 0500,1986,05,25,2300,Melville,SK,0,50.9200,-102.8000,,,,,,,,,Yorkton - Melville - Esterhazy,,,
19860602 0215,1986,06,01,2015,Borden #1,SK,0,52.3600,-107.2400,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19860602 0215,1986,06,01,2015,Borden #2,SK,0,52.3500,-107.1700,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19860602 0415,1986,06,01,2215,Milden,SK,0,51.4800,-107.5200,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
19860603 0820,1986,06,03,0220,20 km SE  of Assiniboia,SK,1,49.5810,-105.8010,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19860606 2130,1986,06,06,1530,Grassy Lake,AB,0,49.8200,-111.7200,,,,,,,,,Lethbridge - Taber - Milk River,,,
19860606 2200,1986,06,06,1600,18 km N of Orion,AB,1,49.5700,-110.8200,,,,,,,,,Cypress Hills Provincial Park - Foremost,,,
198606,1986,06,16,,Lac Gareau,QC,3,46.1000,-76.1333,,,,,,0,0,,Upper Gatineau - Lièvre - Papineau,,,
19860616 1830,1986,06,16,1430,Brady Lake to Maynooth,ON,2,45.0428,-78.8779,45.2306,-77.9384,76700,240,,0,1,4000,Haliburton,,,
19860616 1945,1986,06,16,1545,Curries,ON,1,43.0690,-80.7210,,,,,,0,0,,Oxford - Brant,,,
19860616 2055,1986,06,16,1655,Elphin to Drummond Centre,ON,2,44.9200,-76.6400,45.0100,-76.0800,35000,240,,0,0,,Smiths Falls - Lanark - Sharbot Lake,,,
19860617 2230,1986,06,17,1630,Foremost,AB,1,49.4800,-111.4200,,,,,,,,,Cypress Hills Provincial Park - Foremost,,,
19860618 0000,1986,06,17,1800,Aberdeen,SK,0,52.4200,-106.2800,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19860618 0130,1986,06,17,1930,Dalmeny,SK,0,52.3300,-106.7700,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19860618 0245,1986,06,17,2045,32 km S of Lloydminster,AB,0,52.9975,-110.0000,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19860618 2230,1986,06,18,1630,Sunset House,AB,1,55.1185,-116.8685,,,,,,,,,Slave Lake,,,
19860618 2250,1986,06,18,1650,High Prairie,AB,1,55.4315,-116.4815,,,,,,,,,Peace River - Fairview - High Prairie - Manning,,,
